listing_id,name,city,neighborhood,room_type,accommodates,property_type,price,review_scores_rating
968742014925537024,Northwest Nob Hill!  Free Parking! Walk to it all!,Portland,Northwest District,Entire home/apt,4,Entire condo,127.0,5.0
1242914036702684160,Portland Vibes | Hiking. Free Breakfast,Portland,Portland Downtown,Private room,2,Room in hotel,134.0,5.0
53680383,Charming NE Portland 1 bedroom in Montavilla,Portland,Montavilla,Entire home/apt,2,Entire guest suite,93.0,5.0
1245135481336767488,"Luxury Living on NW 23rd Ave, Walk Score 99",Portland,Northwest District,Entire home/apt,4,Entire rental unit,120.0,5.0
679008417453494528,The One With The View ~4bd/3ba incredible location,Portland,Overlook,Entire home/apt,9,Entire home,219.0,5.0
870604175096903040,Condo in the heart of Nob Hill NW,Portland,Northwest District,Entire home/apt,2,Entire rental unit,83.0,5.0
1193470474073827840,"Historic Hafner Haus, Studio",Portland,Portland Downtown,Entire home/apt,3,Entire home,59.0,5.0
580446669835502464,Exec. 3bm condo centrally located to tram ''n shops,Portland,Arbor Lodge,Entire home/apt,6,Entire condo,115.0,5.0
608177009445182464,Long-Term Rental in the Heart of Nob Hill District,Portland,Northwest District,Entire home/apt,2,Entire guesthouse,121.0,5.0
53379784,Spring In The Lovely Maplewood Guest Cottage,Portland,Maplewood,Entire home/apt,2,Entire cottage,69.0,5.0
701551500446065280,"Modern 2 bed+office Home in hip FoPo, Fully Fenced",Portland,Foster-Powell,Entire home/apt,4,Entire home,118.0,5.0
1070391269467616000,Cozy Portland Vacation Rental ~ 6 Mi to Downtown!,Portland,Markham,Entire home/apt,3,Entire rental unit,61.0,5.0
855068162451978624,Guest suite in St. John''s,Portland,St. Johns,Private room,4,Private room in home,67.0,5.0
1199517319938771968,Rose City Retreat,Portland,Montavilla,Entire home/apt,9,Entire home,125.0,5.0
1081415489941399808,Basement Studio Apartment,Portland,Alameda,Private room,3,Private room in home,59.0,5.0
1282084317416584960,Charming Portland 2BR Home in Hollywood,Portland,Grant Park,Entire home/apt,4,Entire home,131.0,5.0
45140159,SE Portland Dream Guesthouse,Portland,Brentwood-Darlington,Entire home/apt,4,Entire guesthouse,106.0,5.0
1029739785052383744,Getmash Suit,Portland,Hazelwood,Entire home/apt,5,Entire home,143.0,5.0
3075414,Modern 2 Bedroom 2 Bath SE Hawthorne House,Portland,Sunnyside,Entire home/apt,3,Entire home,250.0,5.0
42436031,Portland Riverside Condo at McCormick Pier,Portland,Old Town/Chinatown,Entire home/apt,2,Entire condo,72.0,5.0
54392773,Cozy Garden Cottage Near Multnomah Village,Portland,Hillsdale,Entire home/apt,2,Entire guesthouse,91.0,5.0
1328555584568110848,Quiet Kerns Studio Retreat,Portland,Kerns,Entire home/apt,2,Tiny home,56.0,5.0
50098330,LUXURY 2 Story Craftsman Apt in FUN Alberta Arts,Portland,Sabin,Entire home/apt,5,Entire home,78.0,5.0
1214650194076374272,The Perfect Retro Portland Retreat ~Vintage Shops,Portland,Woodstock,Entire home/apt,2,Entire rental unit,79.0,5.0
852174998208945536,Convenient duplex close to airport,Portland,Wilkes,Entire home/apt,3,Entire home,85.0,5.0
750260372351835776,The Loft; N. Portland,Portland,Portsmouth,Entire home/apt,2,Entire guest suite,97.0,5.0
40094761,"Northeast Portland, J&J Home stay",Portland,King,Entire home/apt,4,Entire home,179.0,5.0
1196522881547045376,The Sunnyside Cottage ~ Local Shops & Nightlife,Portland,Sunnyside,Entire home/apt,2,Entire rental unit,91.0,5.0
41839542,Fireplace Flat  private 725 Sq Ft apt near U of P,Portland,University Park,Entire home/apt,4,Entire rental unit,108.0,5.0
1092826174665173504,Best Neighborhood in Town! #26,Portland,Northwest District,Entire home/apt,2,Entire rental unit,52.0,5.0
20325722,"Location, Location UofP",Portland,University Park,Private room,2,Private room in home,80.0,5.0
765154119553277952,Charming Historic Portland 2 Bedroom Apartment,Portland,Sunnyside,Entire home/apt,5,Entire rental unit,115.0,5.0
1214062061068874496,Alberta Arts Launchpad- Amazing Location!,Portland,Humboldt,Entire home/apt,6,Entire home,186.0,5.0
41242041,Cozy room for a budget traveler,Portland,St. Johns,Private room,1,Private room in home,28.0,5.0
931302173378290944,Maplewood ADU Garden Retreat,Portland,Maplewood,Entire home/apt,2,Entire home,104.0,5.0
43612262,Mt. Tabor/ SE Portland Modern Warmth,Portland,South Tabor,Entire home/apt,4,Entire rental unit,120.0,5.0
978577475168686080,Historic Stephens House Free Parking #1,Portland,Hosford-Abernethy,Entire home/apt,2,Entire serviced apartment,94.0,5.0
1263282004512153344,5 BD/3.5BA -Arcade-WFH Desks-Pool/Pingpong Table,Portland,Sunnyside,Entire home/apt,10,Entire home,339.0,5.0
1353342113299299328,Quirky & Historic Belmont Gem: Walk to Everywhere!,Portland,Sunnyside,Entire home/apt,5,Entire home,106.0,5.0
50595305,Centrally located 1 BR condo with King bed & W/D,Portland,Portland Downtown,Entire home/apt,2,Entire condo,60.0,5.0
1241381421880978688,Warhol Suite ~ Art Deco Apartment ~ 92 WalkScore,Portland,Hosford-Abernethy,Entire home/apt,6,Entire rental unit,151.0,5.0
1213825646510786048,Sweet 2 Room Suite-Private Quiet,Portland,Arbor Lodge,Private room,3,Private room in home,47.0,5.0
1247945131300645376,"Landing | Incredible 1BD, Courtyard, Pool",Portland,Hayden Island,Entire home/apt,2,Entire rental unit,68.0,5.0
828415611132091008,Cozy Cottage with Fenced Yard and Clawfoot Tub!,Portland,Lents,Entire home/apt,2,Tiny home,93.0,5.0
33395999,"Cozy Getaway w/Hot tub, Fireplace, Firepit & A/C",Portland,Laurelhurst,Entire home/apt,4,Entire guesthouse,149.0,5.0
703884095725381888,Spectacular Kitchen - Comfy Bed - 85” TV - Plants!,Portland,Sunnyside,Entire home/apt,3,Entire rental unit,96.0,5.0
15414261,Unparalleled City & Mtn Views,Portland,Southwest Hills,Entire home/apt,2,Entire home,175.0,5.0
12679370,Modern Guesthouse in Portland''s Central Eastside,Portland,Kerns,Entire home/apt,4,Entire home,198.0,4.99
24916586,CDC Compliant | Meticulously Clean Private Flat,Portland,Overlook,Entire home/apt,4,Entire home,74.0,4.99
42313191,South Tabor Stay-Private Large 2 Bedroom Apt,Portland,South Tabor,Entire home/apt,5,Entire rental unit,127.0,4.99
750231205752146304,Cozy family friendly ranch close to amenities,Portland,Overlook,Entire home/apt,7,Entire home,136.0,4.99
18294608,Cozy Spa Sanctuary w/ Soaking Tub,Portland,Richmond,Entire home/apt,4,Entire rental unit,120.0,4.99
38696366,Poca Cabana! A stylish and private tiny house!,Portland,Brooklyn Action Corps,Entire home/apt,3,Tiny home,83.0,4.99
638467207947223040,Restaurant Row! Vibrant Lauralhurst Studio,Portland,Kerns,Entire home/apt,4,Entire home,98.0,4.99
27262964,YeOldeTinyHouse/Alberta Arts/Promo until 5/22,Portland,Concordia,Entire home/apt,2,Tiny home,118.0,4.99
3448571,Peaceful studio space.,Portland,Rose City Park,Entire home/apt,2,Entire rental unit,71.0,4.99
653318598593499520,University of Portland private Guest House,Portland,University Park,Entire home/apt,3,Entire guesthouse,101.0,4.99
911907936546162048,"BEST Location! Upscale, beautiful Slabtown home!",Portland,Northwest District,Entire home/apt,5,Entire home,236.0,4.99
22877200,"Accessible, AIA-Award Winning, Urban Garden Oasis",Portland,Arbor Lodge,Entire home/apt,4,Entire guesthouse,123.0,4.99
31539235,Stunning Modern Loft Apt w/Tons of Natural Light,Portland,Hosford-Abernethy,Entire home/apt,2,Entire loft,122.0,4.99
549568993052279488,"King Beds! Uniquely Portland, Luxury Craftsman",Portland,Foster-Powell,Entire home/apt,10,Entire home,243.0,4.99
13624774,Cozy Vintage Cottage in the Woods,Portland,Glenfair,Entire home/apt,2,Entire cottage,116.0,4.99
673987542017094400,The Happy Place - 2BD Sellwood Creative Retreat,Portland,Sellwood-Moreland Improvement League,Entire home/apt,4,Entire guest suite,135.0,4.99
1050119973482094080,The Portland Sun House,Portland,King,Entire home/apt,2,Entire guesthouse,123.0,4.99
25340898,South Tabor Modern Cottage,Portland,South Tabor,Entire home/apt,4,Entire guesthouse,143.0,4.99
28151971,Handsome Craftsman Home in Heart of Hawthorne,Portland,Richmond,Entire home/apt,8,Entire home,214.0,4.99
32962790,Lewis and Clark Hide-A-Way Apartment,Portland,Collins View,Entire home/apt,3,Entire rental unit,71.0,4.99
11531147,Spacious Guesthouse with Creative Style and Local Charm,Portland,King,Entire home/apt,3,Entire guesthouse,102.0,4.99
18565183,"Artistic, Quiet, Comfortable Portland home.",Portland,University Park,Private room,2,Private room in home,85.0,4.99
50241524,Sellwood-Westmoreland Urban Guesthouse,Portland,Sellwood-Moreland Improvement League,Entire home/apt,3,Entire guesthouse,95.0,4.99
1061029974620288128,Sequoia View tiny home,Portland,Concordia,Entire home/apt,2,Tiny home,82.0,4.99
38541570,Shipping Container tiny house with private patio,Portland,Foster-Powell,Entire home/apt,2,Tiny home,80.0,4.99
11991275,Handcrafted Blue Door Micro-Loft in Hip and Arty Location,Portland,Boise,Entire home/apt,4,Tiny home,96.0,4.99
613650619752848512,Classic 1917 Portland Home,Portland,Overlook,Entire home/apt,4,Entire home,151.0,4.99
21739910,"Beautiful guesthouse near restaurants, bars, shops",Portland,Richmond,Entire home/apt,2,Entire guesthouse,101.0,4.99
613852331302199936,"Spacious Home, Best Area, King Beds, and Roof Deck",Portland,Eliot,Entire home/apt,10,Entire home,260.0,4.99
25099504,Alberta Arts Retreat with 4 bedrooms/3.5 baths,Portland,Sabin,Entire home/apt,8,Entire home,597.0,4.99
26170294,Award-Winning Guest House with Private Entrance,Portland,Foster-Powell,Entire home/apt,3,Entire guesthouse,133.0,4.99
24499293,PDX Portland Garden Cottage,Portland,Overlook,Entire home/apt,5,Entire home,115.0,4.99
25016760,Hawthorne Hideout*Heated floors* walk everywhere!,Portland,Sunnyside,Entire home/apt,3,Entire guest suite,83.0,4.99
49445408,"Luxe Apartment! 95 walk score, Laundry, Patio!",Portland,Boise,Entire home/apt,4,Entire rental unit,109.0,4.99
17479457,Come stay with my cool cats!,Portland,Madison South,Private room,4,Private room in home,54.0,4.99
34256753,Colorful Roseway Bungalow -classic Portland charm!,Portland,Roseway,Entire home/apt,5,Entire bungalow,152.0,4.99
27362354,Backyard Garden Retreat,Portland,Reed,Entire home/apt,4,Entire guest suite,71.0,4.99
34793168,Rose City Park Retreat,Portland,Rose City Park,Entire home/apt,2,Entire guest suite,98.0,4.99
659767601130305536,Open garden studio in the heart of the SE Portland,Portland,Buckman,Entire home/apt,4,Entire guesthouse,90.0,4.99
37241754,"Luxury Loft ~ Bidet, Skylight & Bed for Royalty",Portland,Richmond,Entire home/apt,4,Entire guesthouse,87.0,4.99
27291927,Sanctuary In The City: Close to OHSU SW Portland,Portland,South Portland,Private room,1,Private room in condo,60.0,4.99
30986083,Eastmoreland Private Guest Suite by Reed College,Portland,Eastmoreland,Entire home/apt,3,Entire guesthouse,79.0,4.99
24122545,Bright Cottage|Vintage Charm|AC|Off Street Parking,Portland,Montavilla,Entire home/apt,4,Entire guesthouse,100.0,4.99
26041396,Ladd''s Addition Apartment in SE Portland,Portland,Hosford-Abernethy,Entire home/apt,2,Entire rental unit,71.0,4.99
31534539,"Historic 4BR 2BA 2,000 Sq. Ft. Irvington Bungalow!",Portland,Irvington,Entire home/apt,8,Entire home,227.0,4.98
22727693,"Woodstock Hideway, clean comfort, great location",Portland,Woodstock,Entire home/apt,4,Entire rental unit,120.0,4.98
42018596,Your PDX Destination home away from home,Portland,Alameda,Entire home/apt,4,Entire home,295.0,4.98
14772665,Ivon Garden Cottage,Portland,Richmond,Entire home/apt,4,Entire guesthouse,133.0,4.98
16600030,Mid-Century Modern Meets Historic Streetcar Style,Portland,Boise,Entire home/apt,2,Entire rental unit,68.0,4.98
50331334,Modern Alberta Arts District private apartment!,Portland,Concordia,Entire home/apt,2,Entire guest suite,99.0,4.98
21997605,Bright and Comfortable St. Johns Apartment,Portland,St. Johns,Entire home/apt,4,Entire rental unit,111.0,4.98
31447915,"North Tabor hideaway w/ desk, fast Wi-Fi, near MAX",Portland,North Tabor,Private room,2,Private room in home,69.0,4.98
44046518,Downtown Pearl District Upscale Apt. w/ Rooftop!,Portland,Pearl,Entire home/apt,4,Entire rental unit,167.0,4.98
1006595988054094208,La Casa del Abuelo,Portland,Buckman,Entire home/apt,4,Entire guesthouse,128.0,4.98
40889962,Tranquil Hidden Gem in the Heart of Woodstock,Portland,Woodstock,Entire home/apt,4,Entire guest suite,135.0,4.98
32724894,"Oculus House, a wood & stone neighborhood retreat",Portland,St. Johns,Entire home/apt,4,Entire home,111.0,4.98
24414396,SE Modern PDX,Portland,Richmond,Entire home/apt,2,Entire guest suite,80.0,4.98
28340091,The Monta-Villa Garden Cottage — cats + chickens,Portland,Montavilla,Entire home/apt,3,Tiny home,63.0,4.98
4372088,Portland Perfection,Portland,Sellwood-Moreland Improvement League,Entire home/apt,4,Entire guest suite,143.0,4.98
50703679,Beautiful Alberta Guesthouse | Full Amenities + AC,Portland,Concordia,Entire home/apt,4,Entire guesthouse,126.0,4.98
669599855382680704,"Spacious, bright garden studio on Peninsula Park",Portland,Piedmont,Entire home/apt,3,Entire guesthouse,75.0,4.98
22733844,Duplex in Alberta Art District!,Portland,King,Entire home/apt,4,Entire rental unit,165.0,4.98
15094467,Modern Urban Barn Guesthouse,Portland,Hosford-Abernethy,Entire home/apt,4,Entire home,168.0,4.98
44461752,Waterfall Lodge,Portland,Woodlawn,Entire home/apt,2,Entire guesthouse,57.0,4.98
18074788,A tree house on a quiet street,Portland,Southwest Hills,Entire home/apt,4,Entire rental unit,150.0,4.98
14785325,Alberta Arts Tree House,Portland,Concordia,Entire home/apt,4,Entire guesthouse,83.0,4.98
19175797,littlebluepdx,Portland,Concordia,Entire home/apt,2,Entire guesthouse,79.0,4.98
827509220018608256,Rose City Retreat,Portland,Rose City Park,Entire home/apt,4,Entire rental unit,85.0,4.98
37014597,"Bright, Quiet,  and Private Guest House",Portland,Mt. Scott-Arleta,Entire home/apt,2,Entire cottage,103.0,4.98
856660054921966848,NEW! Cozy Garden Apt. on 28th Ave''s Restaurant Row,Portland,Kerns,Entire home/apt,2,Entire guest suite,87.0,4.98
40865331,Sleeps 20!- amazing architecture + location,Portland,Humboldt,Entire home/apt,16,Entire home,690.0,4.98
14809195,NE Portland Craftsman Guest House,Portland,King,Entire home/apt,5,Entire guesthouse,133.0,4.98
22654722,NE Portland studio with private courtyard,Portland,Woodlawn,Entire home/apt,4,Entire guest suite,72.0,4.98
18810464,Washington Park Suite - Near Rose Gardens,Portland,Arlington Heights,Entire home/apt,4,Entire guest suite,111.0,4.98
1090130766755983104,Owl''s Nest: Private Guest Suite in Multnomah,Portland,Multnomah,Private room,2,Private room in home,71.0,4.98
15287873,Adorable Backyard Cottage.  Near Beaumont Village,Portland,Rose City Park,Entire home/apt,2,Entire guesthouse,98.0,4.98
52474903,The Portland Mercantile - Historic Mississippi Ave,Portland,Humboldt,Entire home/apt,4,Entire place,180.0,4.98
14654125,Come Home To A Place You''ve Never Been Before,Portland,Woodstock,Entire home/apt,5,Entire home,342.0,4.98
24607040,Huge house in the BEST location (99 walk score!),Portland,Northwest District,Entire home/apt,5,Entire condo,507.0,4.98
29986189,Oscar''s Perch - Fantastic & Private 1-BR,Portland,Roseway,Entire home/apt,4,Entire guesthouse,100.0,4.98
11822724,"Walk in NE. Light, private, hot tub, 420 friendly",Portland,Rose City Park,Entire home/apt,2,Entire guest suite,83.0,4.98
1022416138200261120,Private NE Portland Guesthouse,Portland,Alameda,Entire home/apt,5,Entire guesthouse,122.0,4.98
916199820963776000,96 walk score ~ Victorian-style home ~ Unit B,Portland,Buckman,Entire home/apt,2,Entire rental unit,107.0,4.98
24716882,Stunning Home in Alberta’s Art District,Portland,Humboldt,Private room,1,Private room in rental unit,77.0,4.98
31394104,‘Well Rested’-Accessible & bright private studio,Portland,Piedmont,Entire home/apt,4,Entire guesthouse,89.0,4.98
22732326,Architect-designed house in SE Portland’s MtTabor,Portland,Mt. Tabor,Entire home/apt,4,Tiny home,135.0,4.98
652066519151495040,Modern Bright Home in the Hub of SE Portland,Portland,Hosford-Abernethy,Entire home/apt,2,Entire home,186.0,4.98
15040785,Lemon Door Micro-Loft Surrounded by Gardens in Hip Location,Portland,Boise,Entire home/apt,4,Tiny home,107.0,4.98
871238042431556224,The Kenilworth Guest House,Portland,Creston-Kenilworth,Entire home/apt,4,Entire guesthouse,171.0,4.98
20328717,Elegant SE Portland/Reed College BLUE MOON SUITE,Portland,Eastmoreland,Entire home/apt,4,Entire serviced apartment,111.0,4.98
53921672,1000 Sq Ft Guest Suite hosted by Patrick & Naomi,Portland,Roseway,Entire home/apt,4,Entire guest suite,74.0,4.98
1168365869740616704,*NEW* Bright + Cozy Gateway to PNW Adventures,Portland,Montavilla,Entire home/apt,4,Entire guest suite,75.0,4.98
10387521,NowStayingPDX / Inner SE Portland Guest House/ADU,Portland,Hosford-Abernethy,Entire home/apt,2,Entire guest suite,0.0,4.98
1032656952166462848,Corner of  Heaven,Portland,Sellwood-Moreland Improvement League,Entire home/apt,5,Entire home,171.0,4.98
47582540,Beautiful townhome on bike trail with river views,Portland,South Portland,Entire home/apt,4,Entire townhouse,172.0,4.98
1061196632333999104,Fluvio-Free Parking/DT PDX/Centrally Located,Portland,Buckman,Entire home/apt,2,Entire rental unit,135.0,4.98
15255217,Peaceful Sanctuary in Portsmouth,Portland,Portsmouth,Entire home/apt,4,Entire home,160.0,4.98
1129093985409455232,Portland at your doorstep,Portland,Hosford-Abernethy,Entire home/apt,3,Entire guesthouse,95.0,4.98
43414626,Cozy + Modern in NE Portland by Mississippi Ave,Portland,Boise,Entire home/apt,5,Entire guest suite,99.0,4.98
34837777,"Henriette House - Cozy, Artsy, Walkable & AC!",Portland,Humboldt,Entire home/apt,5,Entire home,100.0,4.98
12319356,"Peninsula Haven-Private, Quiet, and Cozy",Portland,Portsmouth,Entire home/apt,4,Entire guesthouse,56.0,4.98
833353819875092224,Quiet Portland Guest House,Portland,Cully,Entire home/apt,4,Entire guesthouse,81.0,4.98
13362534,The Alberta Arts Hideaway,Portland,King,Entire home/apt,2,Entire rental unit,92.0,4.98
20799319,Modern Guest House in Hip NE Alberta/Williams,Portland,King,Entire home/apt,3,Entire guesthouse,106.0,4.98
24835735,Artist’s garden apartment,Portland,Richmond,Entire home/apt,2,Entire rental unit,115.0,4.98
1145271768067601664,Multnomah Village Hideout,Portland,Multnomah,Entire home/apt,4,Entire home,142.0,4.98
19273583,"Sweet Hideaway in the trees, Mount Tabor",Portland,Mt. Tabor,Entire home/apt,2,Entire guest suite,66.0,4.98
13018859,Wes Anderson inspired historical private apt.,Portland,Boise,Entire home/apt,5,Entire guest suite,96.0,4.98
653728352767290368,Cozy downtown SE PDX basement apartment,Portland,Hosford-Abernethy,Entire home/apt,4,Entire guest suite,95.0,4.98
12927117,Grant Park Classic 1926 Bungalow,Portland,Grant Park,Entire home/apt,5,Entire home,295.0,4.98
21155408,"Alberta Arts 3 blocks to eats, bars & shops",Portland,Sabin,Entire home/apt,8,Entire home,234.0,4.98
565305076210571072,"Roseway Rendezvous: cool, comfy hideaway in NE PDX",Portland,Roseway,Entire home/apt,2,Entire guest suite,68.0,4.98
674550968953011712,"Heron Cottage, Urban Retreat-King Bed",Portland,North Tabor,Entire home/apt,3,Entire home,85.0,4.98
15817715,Foodie Fun at the Urban Owl - Division/Hawthorne,Portland,Hosford-Abernethy,Entire home/apt,2,Entire guest suite,78.0,4.98
639982051854870272,The Wildflower Cottage,Portland,Sellwood-Moreland Improvement League,Entire home/apt,2,Entire guesthouse,92.0,4.98
40787863,Bridgetown Bungalow: The perfect cozy getaway!,Portland,Montavilla,Entire home/apt,5,Entire guesthouse,81.0,4.98
939816739441592576,Mid-Century Modern Gem in PDX/LO,Portland,Far Southwest,Entire home/apt,6,Entire home,262.0,4.98
28257253,Cedar Grove,Portland,Rose City Park,Entire home/apt,4,Entire guest suite,77.0,4.98
24754870,Cozy Fireplace!Walk Alberta Arts~SilverStarCottage,Portland,Concordia,Entire home/apt,3,Entire guesthouse,102.0,4.98
5979427,Private Apt. Comfy & Clean in a Great neighborhood,Portland,Montavilla,Entire home/apt,3,Entire rental unit,126.0,4.98
8982859,"Tiny House, Big Charm",Portland,Montavilla,Entire home/apt,3,Entire guesthouse,64.0,4.98
12699642,ROSE CITY PARK Guesthouse!,Portland,Rose City Park,Entire home/apt,4,Entire guesthouse,78.0,4.98
14319174,Woodstock Tiny House,Portland,Woodstock,Entire home/apt,2,Entire guesthouse,66.0,4.98
33773933,Contactless Clean Private Treetop Studio,Portland,Concordia,Entire home/apt,2,Entire guesthouse,90.0,4.98
964511911828115072,Deluxe 2 bed 2 bath with AC,Portland,King,Entire home/apt,5,Entire home,115.0,4.98
5589595,Cozy 1Br apt. beautiful park view,Portland,Portsmouth,Entire home/apt,2,Entire rental unit,44.0,4.98
7279243,Charming Studio in SE PDX,Portland,Hosford-Abernethy,Entire home/apt,2,Entire loft,79.0,4.98
47845531,Cozy Guest Cottage in Woodstock Neighborhood,Portland,Woodstock,Entire home/apt,2,Entire guesthouse,73.0,4.98
27677098,Private Minimalist Architecture Guesthouse Loft,Portland,Kerns,Entire home/apt,4,Entire guesthouse,145.0,4.98
719485711018080768,Guest house in quiet neighborhood near downtown,Portland,Irvington,Entire home/apt,4,Entire guesthouse,88.0,4.98
26867237,University Park Garden Guest House,Portland,University Park,Entire home/apt,4,Entire home,171.0,4.98
34569604,"Loft in Kenton- Hot tub, MAX line, Weed friendly",Portland,Kenton,Entire home/apt,3,Entire home,80.0,4.98
588313139552208512,"Peaceful, Close-In, Two Bedroom Flat",Portland,Hosford-Abernethy,Entire home/apt,4,Entire rental unit,159.0,4.98
54044572,Stylish MCM House in the Trees W/ HOT TUB!,Portland,Hillsdale,Entire home/apt,4,Entire home,299.0,4.98
54131693,Posh PDX Penthouse with Atrium Views,Portland,South Portland,Entire home/apt,5,Entire home,205.0,4.97
13247486,Creative & Clean Bungalow in Portland Hot Spot,Portland,Boise,Entire home/apt,4,Entire guesthouse,96.0,4.97
595680673819411840,1922 Craftsman Compound in Laurelhurst ~ Sleeps 16,Portland,Kerns,Entire home/apt,16,Entire home,833.0,4.97
763278557466324224,A Modern Sanctuary in Woodland Garden,Portland,Ashcreek,Entire home/apt,2,Entire home,104.0,4.97
31993074,The Green Door PDX: A European Inspired Cottage.,Portland,Overlook,Entire home/apt,2,Entire guesthouse,176.0,4.97
877736133901244416,"Luxury Living on NW 23rd Ave, Walk Score 99",Portland,Northwest District,Entire home/apt,12,Entire home,406.0,4.97
31041507,"MODERN, PRIVATE, AND FULLY FURNISHED SE GUESTHOUSE",Portland,Creston-Kenilworth,Entire home/apt,2,Entire guesthouse,71.0,4.97
888684393175448320,"Great location! Full guest suite, private entrance",Portland,Hosford-Abernethy,Entire home/apt,2,Entire guest suite,89.0,4.97
913267448023771776,Whole Unit with Free Parking,Portland,Montavilla,Entire home/apt,2,Entire home,90.0,4.97
36309570,Moss Rock Retreat - Near Leach Botanical Garden!,Portland,Pleasant Valley,Entire home/apt,2,Entire guesthouse,75.0,4.97
5604467,The Perch - Relax in style/Walkable Location!,Portland,Boise,Entire home/apt,2,Entire guest suite,107.0,4.97
48028611,Overlook/Modern condo w/private entry-yard-patio,Portland,Overlook,Entire home/apt,3,Entire guest suite,93.0,4.97
16972972,St Johns Urban Studio,Portland,St. Johns,Entire home/apt,2,Entire rental unit,60.0,4.97
635605057109350272,The Loft in Hawthorne Tabor,Portland,Sunnyside,Entire home/apt,2,Entire guesthouse,124.0,4.97
1115262013481264640,The Brooklyn Guesthouse,Portland,Brooklyn Action Corps,Entire home/apt,2,Entire guesthouse,68.0,4.97
53649962,Brand New Designer Home in Prime Walkable Location,Portland,Humboldt,Entire home/apt,8,Entire townhouse,126.0,4.97
45271882,Lovejoy | Heart of the NW | Guest Suite,Portland,Northwest District,Entire home/apt,3,Entire guesthouse,93.0,4.97
1170586539555217920,Cozy Cully Suite | w/ Private Patio + Near PDX,Portland,Cully,Entire home/apt,4,Entire guest suite,65.0,4.97
1095967070900307712,Casetta,Portland,Hillsdale,Entire home/apt,3,Entire guesthouse,162.0,4.97
1006823034177451520,Spacious private whole guest house in NE Portland!,Portland,Woodlawn,Entire home/apt,4,Entire rental unit,71.0,4.97
19208182,Rad Daylight Basement in 1959 Split Level Ranch,Portland,Creston-Kenilworth,Private room,2,Private room in home,44.0,4.97
31291509,"Large, Private Woodstock Suite",Portland,Woodstock,Entire home/apt,2,Entire guest suite,68.0,4.97
940724499677091328,Quirky N Portland gem,Portland,Portsmouth,Entire home/apt,2,Entire rental unit,94.0,4.97
47964109,Centrally-located 1-bedroom escape in NE,Portland,Hollywood,Entire home/apt,4,Entire guesthouse,84.0,4.97
4795239,Exquisite Historic Suite- uptown,Portland,Southwest Hills,Private room,4,Private room in home,108.0,4.97
48404757,Bright and Cozy NEPDX Suite,Portland,Concordia,Entire home/apt,2,Entire guest suite,65.0,4.97
20709084,Amazing 1BR Granny Flat Nestled near Rocky Butte,Portland,Madison South,Entire home/apt,4,Entire guesthouse,77.0,4.97
32747089,Private Cozy One Bedroom Apartment,Portland,Sumner,Entire home/apt,4,Entire guesthouse,119.0,4.97
1081074550335559808,Garden Zen Getaway,Portland,Montavilla,Entire home/apt,2,Entire guesthouse,59.0,4.97
34230129,"Dreamy Hawthorne 2 bed, 2 ba",Portland,Richmond,Entire home/apt,4,Entire guest suite,166.0,4.97
6555772,"Spacious SE- A/C, Free Parking, crib, walk to food",Portland,Foster-Powell,Entire home/apt,9,Entire home,414.0,4.97
21502820,Dragonfly House,Portland,Kenton,Entire home/apt,3,Entire bungalow,106.0,4.97
31224577,"Zen oasis near Mt. Tabor, private bath, fast Wi-Fi",Portland,North Tabor,Private room,2,Private room in home,73.0,4.97
39671760,Private 2 Bedroom Apartment w/Healthclub - Pets OK,Portland,St. Johns,Entire home/apt,4,Entire rental unit,109.0,4.97
26717394,Dream Cottage! Springwater Bike/Walking Path!,Portland,Sellwood-Moreland Improvement League,Entire home/apt,4,Entire guesthouse,86.0,4.97
20270387,"Old World Elegance-3 room suite, private entrance",Portland,Reed,Private room,2,Private room in home,50.0,4.97
20167870,Explore Portland on Foot from Your Modern Retreat,Portland,Boise,Entire home/apt,4,Entire guesthouse,110.0,4.97
12028438,Alberta Arts- NE Walkable / Family+Dog Friendly,Portland,Concordia,Entire home/apt,5,Entire rental unit,139.0,4.97
18094561,"Clean, Comfy, Modern Private Apartment",Portland,Concordia,Entire home/apt,5,Entire rental unit,104.0,4.97
26184695,PDX Central,Portland,Parkrose,Entire home/apt,3,Entire guest suite,69.0,4.97
835074424419955200,"Modern Private Full Suite, Central Location.",Portland,Creston-Kenilworth,Entire home/apt,4,Entire guesthouse,47.0,4.97
2390685,Portland Tiny House,Portland,Concordia,Entire home/apt,2,Tiny home,82.0,4.97
579767629210340864,Clinker Brick Detached Guest House,Portland,Irvington,Entire home/apt,4,Entire guesthouse,100.0,4.97
30892405,Studio House-Modern Cozy Gem!,Portland,King,Entire home/apt,2,Entire guesthouse,71.0,4.97
36874629,Two elegant private bedrooms near Reed College,Portland,Reed,Private room,4,Private room in home,70.0,4.97
744104995413838720,Luxury Tiny House Getaway,Portland,Cully,Entire home/apt,2,Tiny home,110.0,4.97
1021781616484144128,Designer Owned Suite in Historic Hollywood,Portland,Grant Park,Entire home/apt,2,Tiny home,75.0,4.97
54245996,El Rancho Fantastico  (4.5 miles from airport),Portland,Cully,Private room,1,Private room in home,41.0,4.97
47564484,Delightful Creative Oasis in Prime Location!,Portland,Concordia,Entire home/apt,5,Entire home,164.0,4.97
